#Tax                                                                  	AF4_62 	AF4_61 	AF4_41 	AF4_42 	AF4_51 	AF4_22 	AF4_21 	AF4_31 	AF4_32 	AF4_12 	AF4_11 	P4_21 	P4_22 	P4_51 	P4_42 	P4_41 	P4_61 	P4_62 	P4_11 	P4_12 	P4_32 	P4_31 	UCB4_61 	UCB4_62 	UCB4_21 	UCB4_42 	UCB4_22 	UCB4_41 	UCB4_32 	UCB4_31 	UCB4_11 	UCB4_12 	UCB4_51 	M4_11 	M4_12 	M4_21 	M4_22 	M4_31 	M4_32 	M4_42 	M4_41 	M4_51 	M4_61 	M4_62
s__Tannerella_forsythia                                               	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    44 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Succinivibrionaceae_bacterium_WG-1                                 	     0 	   774 	     0 	    29 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Succinivibrio_dextrinosolvens                                      	     0 	   129 	    13 	     0 	     0 	     0 	    55 	    64 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Succinimonas_amylolytica                                           	     0 	   258 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Succiniclasticum_ruminis                                           	     0 	     0 	     0 	    59 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Succinatimonas_sp._CAG:777                                         	     0 	     0 	    40 	     0 	     0 	     0 	    99 	     0 	   179 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Subdoligranulum_variabile                                          	     0 	     0 	    66 	     0 	     0 	     0 	     0 	    12 	     0 	   133 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Subdoligranulum_sp._CAG:314                                        	     0 	     0 	     0 	     0 	     0 	     0 	    99 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Subdoligranulum_sp._60_17                                          	     0 	     0 	    40 	    59 	     0 	    46 	     0 	    38 	   626 	   177 	    50 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	    205 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Subdoligranulum_sp._4_3_54A2FAA                                    	     0 	     0 	     0 	     0 	     0 	     0 	    77 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Streptomyces_sp._C                                                 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    50 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Streptomyces_decoyicus                                             	     0 	     0 	     0 	     0 	     0 	    46 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Streptococcus_suis                                                 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    250 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Streptococcus_sp._HMSC077F03                                       	     0 	     0 	     0 	     0 	     0 	    46 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Streptococcus_pneumoniae                                           	 22398 	 14580 	  1044 	  1556 	 17769 	  5074 	   698 	  1395 	  8325 	  3730 	  4175 	14491 	15944 	14884 	16830 	15346 	15764 	15086 	16386 	16688 	16275 	13941 	  17956 	  16003 	  16646 	  17849 	  17761 	  17128 	  19199 	  16627 	  13909 	  11531 	  15289 	14298 	18401 	16978 	15949 	10349 	17718 	16069 	18126 	16641 	15371 	19330
s__Streptococcus_oralis                                               	     0 	     0 	    13 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Streptococcus_entericus                                            	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    125 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Streptococcus_criceti                                              	     0 	     0 	     0 	     0 	     0 	    46 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Streptococcus_anginosus_group                                      	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    51 	     0 	     0 	    50 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Stomatobaculum_longum                                              	     0 	     0 	     0 	     0 	     0 	     0 	    11 	     0 	    89 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Staphylococcus_sp._HMSC063F02                                      	     0 	     0 	    66 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Staphylococcus_sp._HMSC062D04                                      	     0 	     0 	    40 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Staphylococcus_sp._DORA_6_22                                       	     0 	     0 	   133 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Staphylococcus_sp._CAG:324                                         	     0 	     0 	     0 	     0 	     0 	   232 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Staphylococcus_sciuri                                              	     0 	     0 	     0 	     0 	     0 	     0 	    11 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Staphylococcus_haemolyticus                                        	     0 	     0 	    53 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Staphylococcus_epidermidis                                         	     0 	     0 	  1245 	     0 	     0 	     0 	     0 	    51 	     0 	     0 	   152 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Staphylococcus_capitis                                             	     0 	     0 	    66 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	   203 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Staphylococcus_aureus                                              	     0 	     0 	   214 	    29 	     0 	    46 	   110 	    76 	     0 	    44 	    50 	    0 	    0 	  110 	    0 	    0 	    0 	    0 	    0 	  128 	    0 	    0 	      0 	     96 	      0 	      0 	    215 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Sporobacter_termitidis                                             	     0 	     0 	    40 	     0 	     0 	   139 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Spirosoma_luteum                                                   	     0 	     0 	     0 	     0 	     0 	    46 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Spirochaetes_bacterium_GWF1_41_5                                   	     0 	     0 	     0 	     0 	     0 	     0 	    11 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Spirochaetes_bacterium_GWD1_27_9                                   	     0 	     0 	     0 	     0 	     0 	     0 	    22 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Spirochaeta_thermophila                                            	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	  179 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Sphingopyxis_macrogoltabida                                        	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    76 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Sphingomonas_yabuuchiae                                            	     0 	     0 	     0 	     0 	     0 	     0 	     0 	    89 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Sphingomonas_taxi                                                  	     0 	     0 	     0 	     0 	     0 	     0 	    77 	   102 	     0 	     0 	   203 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Sphingomonas_sp._TDK1                                              	     0 	     0 	     0 	     0 	     0 	     0 	    44 	    25 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Sphingomonas_sp._SH                                                	     0 	     0 	     0 	     0 	     0 	     0 	     0 	   140 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Sphingomonas_sp._S17                                               	     0 	     0 	     0 	     0 	     0 	     0 	    33 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Sphingomonas_sp._Root710                                           	     0 	     0 	     0 	     0 	     0 	     0 	    77 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Sphingomonas_sp._RIT328                                            	     0 	     0 	     0 	     0 	     0 	     0 	   243 	   281 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Sphingomonas_sp._PAMC_26605                                        	     0 	     0 	     0 	     0 	     0 	     0 	    44 	     0 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Sphingomonas_sp._OV641                                             	     0 	     0 	    93 	     0 	     0 	     0 	   653 	   512 	     0 	     0 	    50 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
s__Sphingomonas_sp._NIC1                                              	     0 	     0 	     0 	     0 	     0 	     0 	   133 	   524 	     0 	     0 	     0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	      0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0 	    0
